cluster_id,keyword_hit,advertiser_name,page_id,ad_archive_id,started_running,still_active,days_live,countries,surfaces,variant_count,hook_first_line,headline,destination_url,eu_reach,longest_single_creative_days,total_span_days,relaunch,country_count,aftenskole_flag,target_ages,target_gender,lp_h1,lp_page_type,price_visible
C6,burnout recovery,PDF Guide Sanctuary ,826857527181106,4138106806501163,2025-11-27,True,275,GB,facebook|instagram|messenger|threads,1,"Burnout doesn’t just drain your energy—it clouds your clarity, dulls your passion, and makes it hard to see a way forward. If you’ve given everything to your career and feel like you’ve lost yourself in the process, this guide offers both the grounding and direction you’ve been searching for. With practical recovery tools, reflective exercises, and a clear map to rebuild from exhaustion, it helps you reconnect with who you are beyond the burnout. You’ll walk away with renewed energy, a sense of clarity, and a plan to move into your next chapter with confidence.",Why You Might Find This Guide Helpful,pdfguidesanctuary.com,,279,279,False,3,False,18-65,All,The PDF Guide Sanctuary,direct_checkout,gated
C6,burnout recovery,PDF Guide Sanctuary ,826857527181106,4138106806501163,2025-11-27,True,275,US,facebook|instagram|messenger|threads,1,"Burnout doesn’t just drain your energy—it clouds your clarity, dulls your passion, and makes it hard to see a way forward. If you’ve given everything to your career and feel like you’ve lost yourself in the process, this guide offers both the grounding and direction you’ve been searching for. With practical recovery tools, reflective exercises, and a clear map to rebuild from exhaustion, it helps you reconnect with who you are beyond the burnout. You’ll walk away with renewed energy, a sense of clarity, and a plan to move into your next chapter with confidence.",Why You Might Find This Guide Helpful,pdfguidesanctuary.com,,279,279,False,3,False,18-65,All,The PDF Guide Sanctuary,direct_checkout,gated
C6,burnout recovery,PDF Guide Sanctuary ,826857527181106,4138106806501163,2025-11-27,True,275,AU,facebook|instagram|messenger|threads,1,"Burnout doesn’t just drain your energy—it clouds your clarity, dulls your passion, and makes it hard to see a way forward. If you’ve given everything to your career and feel like you’ve lost yourself in the process, this guide offers both the grounding and direction you’ve been searching for. With practical recovery tools, reflective exercises, and a clear map to rebuild from exhaustion, it helps you reconnect with who you are beyond the burnout. You’ll walk away with renewed energy, a sense of clarity, and a plan to move into your next chapter with confidence.",Why You Might Find This Guide Helpful,pdfguidesanctuary.com,,279,279,False,3,False,18-65,All,The PDF Guide Sanctuary,direct_checkout,gated
C4,regulate your nervous system,Field Wellness MicroDose,895641823624798,1591122611894573,2025-11-28,True,274,GB,facebook|instagram|audience_network|messenger|threads,1,"Life can feel heavy when you’re carrying anxiety, low mood, or old emotional wounds.","Support for a Calmer, Clearer You",Fieldnaturae.com,,274,274,False,3,False,18-65,All,,,
C4,regulate your nervous system,Field Wellness MicroDose,895641823624798,1591122611894573,2025-11-28,True,274,US,facebook|instagram|audience_network|messenger|threads,1,"Life can feel heavy when you’re carrying anxiety, low mood, or old emotional wounds.","Support for a Calmer, Clearer You",Fieldnaturae.com,,274,274,False,3,False,18-65,All,,,
C4,regulate your nervous system,Field Wellness MicroDose,895641823624798,1591122611894573,2025-11-28,True,274,AU,facebook|instagram|audience_network|messenger|threads,1,"Life can feel heavy when you’re carrying anxiety, low mood, or old emotional wounds.","Support for a Calmer, Clearer You",Fieldnaturae.com,,274,274,False,3,False,18-65,All,,,
C8,overtænker,"Mellem-Rummet Retreat, Samsø",707346699279293,2273664719783605,2026-02-16,True,194,DK,facebook|instagram|audience_network|messenger,1,"Kan du genkende følelsen af, at der er noget i dig, som altid er på overarbejde, aldrig kan slappe helt af, eller måske at du overtænker, bekymrer dig eller har svært ved at være helt til stede? Retreatet her tilbyder dig et rum over fem dage, hvor opmærksomheden flyttes fra tanker til nærvær og erfaring i kroppen https://mellem-rummet.dk/event/retreat-bbbb",Akasha Healing Retreat – Forår • Maj 2026,mellem-rummet.dk,72917,194,194,False,1,False,18-65,All,Mellem-rummet,direct_checkout,gated
C2,mental load,First Gadget - Educational game for kids,633935893130589,2426548591121989,2026-02-19,True,191,US,instagram,1,That’s what happens when you pour from an empty cup.,,instagram.com,,191,191,False,2,False,25-65,Women,Instagram,application_form,$1
C2,can't switch off,SoundScan,671404162713664,1031218330073047,2026-02-28,True,182,DK,instagram,1,Can’t switch off at night?,Chinese Nights Await 🌿,hypeddit.com,59618,182,182,False,6,False,18-65,All,Music Promotion Services That Actually Work,application_form,$10 per mo
C2,can't switch off,SoundScan,671404162713664,1031218330073047,2026-02-28,True,182,DE,instagram,1,Can’t switch off at night?,Chinese Nights Await 🌿,hypeddit.com,59618,182,182,False,6,False,18-65,All,Music Promotion Services That Actually Work,application_form,$10 per mo
C2,can't switch off,SoundScan,671404162713664,1031218330073047,2026-02-28,True,182,NL,instagram,1,Can’t switch off at night?,Chinese Nights Await 🌿,hypeddit.com,59618,182,182,False,6,False,18-65,All,Music Promotion Services That Actually Work,application_form,$10 per mo
C2,can't switch off,SoundScan,671404162713664,1031218330073047,2026-02-28,True,182,GB,instagram,1,Can’t switch off at night?,Chinese Nights Await 🌿,hypeddit.com,59618,182,182,False,6,False,18-65,All,Music Promotion Services That Actually Work,application_form,$10 per mo
C2,can't switch off,SoundScan,671404162713664,1031218330073047,2026-02-28,True,182,US,instagram,1,Can’t switch off at night?,Chinese Nights Await 🌿,hypeddit.com,59618,182,182,False,6,False,18-65,All,Music Promotion Services That Actually Work,application_form,$10 per mo
C2,can't switch off,SoundScan,671404162713664,1031218330073047,2026-02-28,True,182,AU,instagram,1,Can’t switch off at night?,Chinese Nights Await 🌿,hypeddit.com,59618,182,182,False,6,False,18-65,All,Music Promotion Services That Actually Work,application_form,$10 per mo
C4,regulate your nervous system,a.c.society,994020340455370,1186551166704839,2026-03-17,True,165,GB,instagram,1,THE 10-MINUTE TRICK THAT REDUCES ANXIETY,,instagram.com,1229,165,165,False,3,False,24-65,All,Instagram,application_form,$1
C4,regulate your nervous system,a.c.society,994020340455370,1186551166704839,2026-03-17,True,165,US,instagram,1,THE 10-MINUTE TRICK THAT REDUCES ANXIETY,,instagram.com,1229,165,165,False,3,False,24-65,All,Instagram,application_form,$1
C4,regulate your nervous system,a.c.society,994020340455370,1186551166704839,2026-03-17,True,165,AU,instagram,1,THE 10-MINUTE TRICK THAT REDUCES ANXIETY,,instagram.com,1229,165,165,False,3,False,24-65,All,Instagram,application_form,$1
C2,can't switch off,karl_williams_leadership_coach,859312750588709,973277111703160,2026-03-22,True,160,GB,facebook|instagram,1,"If you're a leader holding everything together for everyone else, but inside it feels like you're right on the edge of everything falling apart... like one wrong decision could destroy the whole trust in your team,",,instagram.com,,160,160,False,2,False,25-62,All,Instagram,application_form,$1
C2,can't switch off,karl_williams_leadership_coach,859312750588709,973277111703160,2026-03-22,True,160,US,facebook|instagram,1,"If you're a leader holding everything together for everyone else, but inside it feels like you're right on the edge of everything falling apart... like one wrong decision could destroy the whole trust in your team,",,instagram.com,,160,160,False,2,False,25-62,All,Instagram,application_form,$1
C2,mental load,Kara Kuipers,606420925890679,1143579037825900,2026-03-23,True,159,NL,facebook|instagram|audience_network|messenger|threads,1,You work hard to keep it together. And most days you do - but it costs something.,Bracelets that help you take back your thoughts,zox.co,1830,159,159,False,3,False,18-65,All,"Nearly 400,000 5-star reviews",direct_checkout,$50
C2,mental load,Kara Kuipers,606420925890679,1143579037825900,2026-03-23,True,159,US,facebook|instagram|audience_network|messenger|threads,1,You work hard to keep it together. And most days you do - but it costs something.,Bracelets that help you take back your thoughts,zox.co,1830,159,159,False,3,False,18-65,All,"Nearly 400,000 5-star reviews",direct_checkout,$50
C2,mental load,Kara Kuipers,606420925890679,1143579037825900,2026-03-23,True,159,AU,facebook|instagram|audience_network|messenger|threads,1,You work hard to keep it together. And most days you do - but it costs something.,Bracelets that help you take back your thoughts,zox.co,1830,159,159,False,3,False,18-65,All,"Nearly 400,000 5-star reviews",direct_checkout,$50
C6,executive burnout,Medifit Rehabilitation Center,105775274443573,1642736213721341,2026-03-24,True,158,GB,facebook|instagram|audience_network|messenger|threads,2,"If ongoing pressure is still affecting your clarity and energy, structured intervention may be the next step.",Restore Clarity and Control,medifitreha.com,,158,158,False,1,False,18-65,All,Rehabilitation in Spain - Medifit Reha,vsl,gated
C6,burnout recovery,Medifit Rehabilitation Center,105775274443573,1642736213721341,2026-03-24,True,158,GB,facebook|instagram|audience_network|messenger|threads,2,"If ongoing pressure is still affecting your clarity and energy, structured intervention may be the next step.",Restore Clarity and Control,medifitreha.com,,158,158,False,1,False,18-65,All,Rehabilitation in Spain - Medifit Reha,vsl,gated
C5,high functioning,SHO,780774828620986,945937101240282,2026-03-30,True,152,GB,facebook|instagram|audience_network|messenger|threads,1,Newt isn’t just another bottle — it’s designed to feel better every time you use it.,Better to Drink From.,shoreusable.com,,152,152,False,1,False,18-65,All,"SHO - Reusable Water Bottles, Coffee Cups & Flasks",direct_checkout,£10
C2,can't switch off,Mindstar Hypnotherapy,778643558655358,1323522909833615,2026-03-31,True,151,GB,facebook|instagram,1,"If you're a professional who can't switch off from work, even at weekends and even on holiday, then come and follow @mindstarhypnotherapy",,instagram.com,,151,151,False,1,False,30-55,All,Instagram,application_form,$1
C4,dysregulated,Dr. Sara B,909360568922916,1986553088931613,2026-04-05,True,146,US,facebook|instagram|audience_network|messenger|threads,1,"Your nervous system isn't listening to you anymore. It keeps that buzzing, wired alertness going long after your mind is exhausted, leaving you clenching your jaw by 10am. You can't 'think' your way to calm because stress isn't just in your head—it's a physical state, locked in your body by a dysregulated HPA-axis.","Finally, An 'Off Switch' For Stress",mynumy.com,5096,146,146,False,2,False,18-65,All,"my NUMY
 – mynumy.com",direct_checkout,gated
C4,dysregulated,Dr. Sara B,909360568922916,1986553088931613,2026-04-05,True,146,AU,facebook|instagram|audience_network|messenger|threads,1,"Your nervous system isn't listening to you anymore. It keeps that buzzing, wired alertness going long after your mind is exhausted, leaving you clenching your jaw by 10am. You can't 'think' your way to calm because stress isn't just in your head—it's a physical state, locked in your body by a dysregulated HPA-axis.","Finally, An 'Off Switch' For Stress",mynumy.com,5096,146,146,False,2,False,18-65,All,"my NUMY
 – mynumy.com",direct_checkout,gated
C2,mental load,Nina Weber,833222036551345,819036483996324,2026-04-06,True,145,US,facebook|instagram|audience_network|messenger|threads,1,I used to be the one who initiated.,The wanting came back,mynumy.com,1543,145,145,False,2,False,18-65,All,"my NUMY
 – mynumy.com",direct_checkout,gated
C2,mental load,Nina Weber,833222036551345,819036483996324,2026-04-06,True,145,AU,facebook|instagram|audience_network|messenger|threads,1,I used to be the one who initiated.,The wanting came back,mynumy.com,1543,145,145,False,2,False,18-65,All,"my NUMY
 – mynumy.com",direct_checkout,gated
C4,dysregulated,nishwa_inner_alchemy_,790699117471165,1606581210462273,2026-04-14,True,137,US,instagram,1,Modern dating VS Sacred Union,,instagram.com,,137,137,False,2,False,22-65,Women,Instagram,application_form,$1
C4,dysregulated,nishwa_inner_alchemy_,790699117471165,1606581210462273,2026-04-14,True,137,AU,instagram,1,Modern dating VS Sacred Union,,instagram.com,,137,137,False,2,False,22-65,Women,Instagram,application_form,$1
C7,executive dysfunction,Fabriam Verlag,823781267488262,3406156292900577,2026-04-22,True,129,DE,facebook|instagram,1,Du funktionierst nach außen. Aber innen zahlt dein Körper längst die Rechnung. 💭,Raus aus dem Überlebensmodus 💪,amazon.de,168574,129,129,False,1,False,25-44,Women,,unknown,gated
C2,can't switch off,Sleep Oracles,270262686163745,964555709458621,2026-04-27,True,124,GB,facebook|instagram|audience_network|messenger|threads,2,Tired…but can’t switch off?,"Ease into your night, without the heavy feeling",sleeporacles.com,,124,124,False,1,False,18-65,All,"SleepOracles | Natural Sleep Supplements for Deep, Restful Sleep",application_form,gated
C1,spiralling,Family Court Guide,347735631764950,3953889648237346,2026-04-28,True,123,GB,facebook|instagram|audience_network,1,Attention Parents Going Through Divorce❗️,Stop Family Court Draining Your Business – Smarter Strategy. Lower Costs.,fb.me,,123,123,False,1,False,25-65,Men,,,
C1,spiralling,Family Court Guide,347735631764950,983831377937024,2026-04-28,True,123,GB,facebook|instagram|audience_network,1,Attention Parents Going Through Divorce❗️,Stop Family Court Draining Your Business – Smarter Strategy. Lower Costs.,fb.me,,123,123,False,1,False,25-65,Men,,,
C5,grey area drinking,Sarah Rusbatch,103862051384622,2671452636567598,2026-04-28,True,123,GB,facebook|instagram|audience_network|messenger|threads,3,"Have you noticed you've started relying on that evening glass of wine more and more to switch off at the end of the day, but it's now negatively impacting your sleep, energy, mood and health? Need new ideas of what to do to help unwind without wine?",Get Your Free Guide ➡️,programs.sarahrusbatch.com,,123,123,False,2,False,25-65,Women,"Access all of Sarah Rusbatch's  Programs, Tools & Resources.  Everything you need to feel better, drink less, and thrive in midlife.",application_form,gated
C5,grey area drinking,Sarah Rusbatch,103862051384622,2671452636567598,2026-04-28,True,123,AU,facebook|instagram|audience_network|messenger|threads,3,"Have you noticed you've started relying on that evening glass of wine more and more to switch off at the end of the day, but it's now negatively impacting your sleep, energy, mood and health? Need new ideas of what to do to help unwind without wine?",Get Your Free Guide ➡️,programs.sarahrusbatch.com,,123,123,False,2,False,25-65,Women,"Access all of Sarah Rusbatch's  Programs, Tools & Resources.  Everything you need to feel better, drink less, and thrive in midlife.",application_form,gated
C4,somatic,Vince,156766051644739,1328347765825150,2026-04-29,True,122,DK,instagram,1,Dance & Wellness Retreat GIVEAWAY 💫 join me👇,,instagram.com,82304,122,122,False,1,False,18-65,All,Instagram,application_form,$1
C8,stresshåndtering,TRX Education Denmark,852223134642708,1367229738580801,2026-04-29,True,122,DK,facebook|instagram|audience_network|messenger|threads,1,TRX YOGA FLOW✨ BLIV CERTIFICERET TRX YOGA INSTRUKTØR 🖤💛,BLIV TRX YOGA INSTRUKTØR,mfwyb.dk,36158,122,122,False,1,False,18-65,All,Make Friends With Your Boody,vsl,gated
C1,spiralling,Metacognitive Therapy,340074312528937,1602855657672900,2026-05-01,True,120,GB,instagram,1,Overthinking is at the root of most of our mental distress.,,instagram.com,,120,120,False,3,False,18-65,All,Instagram,application_form,$1
C1,spiralling,Metacognitive Therapy,340074312528937,1602855657672900,2026-05-01,True,120,US,instagram,1,Overthinking is at the root of most of our mental distress.,,instagram.com,,120,120,False,3,False,18-65,All,Instagram,application_form,$1
C1,spiralling,Metacognitive Therapy,340074312528937,1602855657672900,2026-05-01,True,120,AU,instagram,1,Overthinking is at the root of most of our mental distress.,,instagram.com,,120,120,False,3,False,18-65,All,Instagram,application_form,$1
C4,regulate your nervous system,Nilofer Safdar,374285143136554,1610975256830256,2026-05-03,True,118,GB,facebook|instagram|messenger,1,The data around wealth frequency shocked me—and it explains why most people stay stuck.”,,,10550,118,118,False,3,False,25-65,Women,,,
C4,regulate your nervous system,Nilofer Safdar,374285143136554,1610975256830256,2026-05-03,True,118,US,facebook|instagram|messenger,1,The data around wealth frequency shocked me—and it explains why most people stay stuck.”,,,10550,118,118,False,3,False,25-65,Women,,,
C4,regulate your nervous system,Nilofer Safdar,374285143136554,1610975256830256,2026-05-03,True,118,AU,facebook|instagram|messenger,1,The data around wealth frequency shocked me—and it explains why most people stay stuck.”,,,10550,118,118,False,3,False,25-65,Women,,,
C2,can't switch off,Always Greater,394699277071476,3971512179813260,2026-05-05,True,116,GB,facebook|instagram|audience_network|messenger|threads,1,"It’s always there in the background, even when you’re trying to focus, like your brain keeps drifting back to it no matter what you’re doing.",If You Just Can't Switch Off The Feeling ☝️,learn.alwaysgreater.com,,116,116,False,3,False,18-65,All,,,
C2,can't switch off,Always Greater,394699277071476,3971512179813260,2026-05-05,True,116,US,facebook|instagram|audience_network|messenger|threads,1,"It’s always there in the background, even when you’re trying to focus, like your brain keeps drifting back to it no matter what you’re doing.",If You Just Can't Switch Off The Feeling ☝️,learn.alwaysgreater.com,,116,116,False,3,False,18-65,All,,,
C2,can't switch off,Always Greater,394699277071476,3971512179813260,2026-05-05,True,116,AU,facebook|instagram|audience_network|messenger|threads,1,"It’s always there in the background, even when you’re trying to focus, like your brain keeps drifting back to it no matter what you’re doing.",If You Just Can't Switch Off The Feeling ☝️,learn.alwaysgreater.com,,116,116,False,3,False,18-65,All,,,
C2,mental load,Domus Focus,705337926001680,4388811341383672,2026-05-06,True,115,NL,facebook|instagram|messenger|threads,1,Waarom belandt jouw belangrijkste project áltijd onderaan de to-do lijst?,Waarom belandt jouw belangrijkste project áltijd onderaan de to-do lijst?,www.domusfocus.nl,456,115,115,False,1,False,25-65,All,Stap in de focus-bubbel waar resultaat onvermijdelijk wordt,application_form,gated
C4,regulate your nervous system,Luke Roe,122607994088736,781032934947052,2026-05-06,True,115,GB,facebook|instagram|audience_network|messenger|threads,2,I want to be straight with you.,''Fibro doesn't have to control your life'' - Get Instant Access Now,roeflexcoaching.com,,115,115,False,1,False,18-65,All,"Fed Up Of Going Round in Circles, Starting Over Again & Again With No Progress?",application_form,gated
C4,body keeps the score,Boekenvoordeziel,458437910682742,1349032723702896,2026-05-10,True,111,NL,facebook|instagram|audience_network|messenger|threads,1,🌿 Mijn psycholoog noemt nooit boeken. In zes jaar therapie geen één keer.,"🌿 ""Dat boek? Dat geef ik aan mijn moeilijkste cliënten.""",boekenvoordeziel.nl,180,111,111,False,1,False,18-65,All,"Ontdek de verrassende methode die helpt om de  stortvloed aan gedachten te stoppen , je emoties te kalmeren en  innerlijke rust  te vinden —  zonder zelfdestructieve gewoontes of te doen alsof alles goed gaat terwijl dat",vsl,€35
C4,somatic,Somatic Therapeutic Yoga Training Ltd,115406218241280,1507194480791981,2026-05-11,True,110,DK,facebook|instagram|audience_network|messenger|threads,1,✨ Somatics & Embodied Awareness ✨,For Yoga Teachers,www.somatictherapeuticyoga.com,14788,110,110,False,1,False,25-65,All,Somatic Therapeutic Yoga Training with Charlotte Watts,vsl,gated
C4,regulate your nervous system,Olga - Mindset Mastery & Manifestation,156375864231584,1424937686337737,2026-05-14,True,107,GB,facebook|instagram,1,"According to neuroscience, if you change your energy — you change your reality. ✨",,instagram.com,,107,107,False,3,False,18-65,All,Instagram,application_form,$1
C4,regulate your nervous system,Olga - Mindset Mastery & Manifestation,156375864231584,1424937686337737,2026-05-14,True,107,US,facebook|instagram,1,"According to neuroscience, if you change your energy — you change your reality. ✨",,instagram.com,,107,107,False,3,False,18-65,All,Instagram,application_form,$1
C4,regulate your nervous system,Olga - Mindset Mastery & Manifestation,156375864231584,1424937686337737,2026-05-14,True,107,AU,facebook|instagram,1,"According to neuroscience, if you change your energy — you change your reality. ✨",,instagram.com,,107,107,False,3,False,18-65,All,Instagram,application_form,$1
C1,spiralling,Rugby Tile & Bathroom,153876844673868,986392610756194,2026-05-15,True,106,GB,facebook,1,"Most homeowners think a bathroom renovation means months of mess, tradesmen constantly in the house, and costs spiralling out of control 🚿❌",,,,106,106,False,1,False,18-65,All,,,
C1,spiralling,Andy Stedman Design LTD,448421795177278,1673811713906303,2026-05-17,True,104,GB,facebook|instagram,1,"Most people pour everything into the build, then realise the garden was never budgeted properly.",Luxury Landscape Design,fb.me,,104,104,False,1,False,33-65,All,,,
C7,executive dysfunction,Fabriam Verlag,823781267488262,2003712977203620,2026-05-19,True,102,DE,facebook|instagram,1,Du funktionierst nach außen. Aber innen zahlt dein Körper längst die Rechnung. 💭,Raus aus dem Überlebensmodus 💪,amazon.de,135973,129,129,False,1,False,45-54,Women,,unknown,gated
C2,can't switch off,The OneDevice,102214142623054,1020184884000084,2026-05-21,True,100,GB,facebook|instagram|messenger|threads,1,What if the reason you can't switch off has nothing to do with mindset — and everything to do with frequency?,9 frequencies. One wearable. Zero noise.,theonedevice.com,,100,100,False,2,False,18-65,All,,direct_checkout,$0.00
C2,can't switch off,The OneDevice,102214142623054,1020184884000084,2026-05-21,True,100,AU,facebook|instagram|messenger|threads,1,What if the reason you can't switch off has nothing to do with mindset — and everything to do with frequency?,9 frequencies. One wearable. Zero noise.,theonedevice.com,,100,100,False,2,False,18-65,All,,direct_checkout,$0.00
C4,regulate your nervous system,The OneDevice,102214142623054,1476951267559537,2026-05-21,True,100,GB,facebook|instagram|messenger|threads,1,"When I first heard ""frequency therapy wearable"" — I rolled my eyes a little.",The One Device. Starting at $199.,theonedevice.com,,100,100,False,2,False,18-65,All,,direct_checkout,$0.00
C4,regulate your nervous system,The OneDevice,102214142623054,1476951267559537,2026-05-21,True,100,AU,facebook|instagram|messenger|threads,1,"When I first heard ""frequency therapy wearable"" — I rolled my eyes a little.",The One Device. Starting at $199.,theonedevice.com,,100,100,False,2,False,18-65,All,,direct_checkout,$0.00
C2,can't switch off,moonbird,106494207541147,947486691445349,2026-05-22,True,99,DE,facebook|instagram|messenger|threads,1,"You can't expect an overtired, wired kid to just fall asleep. Their busy brain physically can't switch off. 🦉",End the bedtime battle,moonbird.life,834,99,99,False,2,False,18-65,All,Breathwork works. Moonbird makes it work better.,direct_checkout,€179
C2,can't switch off,moonbird,106494207541147,947486691445349,2026-05-22,True,99,GB,facebook|instagram|messenger|threads,1,"You can't expect an overtired, wired kid to just fall asleep. Their busy brain physically can't switch off. 🦉",End the bedtime battle,moonbird.life,834,99,99,False,2,False,18-65,All,Breathwork works. Moonbird makes it work better.,direct_checkout,€179
C2,mental load,Heilpraktikerin Heike Obermeier,470238099517056,2002028483766098,2026-05-22,True,99,DE,facebook|instagram,2,"Fühlst du dich auch oft im Hamsterrad gefangen – Job, Familie, Alltag? Mit der Zeit wächst innerlich die Anspannung, der Kopf kommt nicht mehr zur Ruhe, und die Nerven liegen blank. Es fehlt dieser Ort, an dem man einfach loslassen darf.",,heilpraxis-heike-obermeier.de,17729,99,99,False,1,False,18-65,All,​,application_form,$1
C2,mental load,Heilpraktikerin Heike Obermeier,470238099517056,960202719972984,2026-05-22,True,99,DE,facebook|instagram,2,"Fühlst du dich auch oft im Hamsterrad gefangen – Job, Familie, Alltag? Mit der Zeit wächst innerlich die Anspannung, der Kopf kommt nicht mehr zur Ruhe, und die Nerven liegen blank. Es fehlt dieser Ort, an dem man einfach loslassen darf.",,heilpraxis-heike-obermeier.de,572,99,99,False,1,False,18-65,All,​,application_form,$1
C2,mental load,Heilpraktikerin Heike Obermeier,470238099517056,1482165096993507,2026-05-22,True,99,DE,facebook|instagram,2,"Fühlst du dich auch oft im Hamsterrad gefangen – Job, Familie, Alltag? Mit der Zeit wächst innerlich die Anspannung, der Kopf kommt nicht mehr zur Ruhe, und die Nerven liegen blank. Es fehlt dieser Ort, an dem man einfach loslassen darf.",,heilpraxis-heike-obermeier.de,2085,99,99,False,1,False,18-65,All,​,application_form,$1
C2,mental load,Heilpraktikerin Heike Obermeier,470238099517056,1005105625324246,2026-05-22,True,99,DE,facebook|instagram,2,"Fühlst du dich auch oft im Hamsterrad gefangen – Job, Familie, Alltag? Mit der Zeit wächst innerlich die Anspannung, der Kopf kommt nicht mehr zur Ruhe, und die Nerven liegen blank. Es fehlt dieser Ort, an dem man einfach loslassen darf.",,heilpraxis-heike-obermeier.de,616,99,99,False,1,False,18-65,All,​,application_form,$1
C2,mental load,Heilpraktikerin Heike Obermeier,470238099517056,954126144050447,2026-05-22,True,99,DE,facebook|instagram,2,Fühlst du dich im Hamsterrad gefangen?,,heilpraxis-heike-obermeier.de,2364,99,99,False,1,False,18-65,All,​,application_form,$1
C4,somatic,DailyOM,169019040491,1314057344008717,2026-05-22,True,99,DK,facebook|instagram|audience_network|messenger|threads,1,Don't let toxic emotions manifest into physical illness..,Heal Emotions Before They Affect Your Body,dailyom.com,2269,99,99,False,1,False,25-65,Women,DailyOM Home,application_form,$1
